,Name,src,target
185,57," If we choose to hire you, when can you start working?
I am currently in between jobs, therefore I can start working immediately. 
"," Great! We are looking to hire immediately.
"
186,58," You have applied for the job as carpenter. How long have you worked with carpenting previously?
I started studying carpenting when I was 16 years old. I have worked with carpenting for 10 years, since I was 18 years old.
"," Great, you have a lot of experience. What do like about carpenting?
"
187,59," What makes you a good fit?
I have a lot of experience in the field and have worked on a lot of different projects.
"," Interesting, what projects have you worked on before?
"
188,60," This position requires you to work in a team of carpenters, have you got any experience with working in a team before?
Yes, I have worked with teams of carpenters before. 
"," Do you prefer working in a team than working alone?
"
189,61," Do you have any questions about the job?
Not really, I am very interested to get started!
"," Great, we will get in touch once we have interviewed all the applicants. 
"
190,62," You have applied for the job as a security guard. What makes you interested in this position?
I am interested in becoming a security guard as I think it will fit me very well.
"," Why do you think it will fit you well?
"
191,63," Do you have any past experience in working as a security guard?
No, I do not have any past experience. 
"," What have you previously worked as?
"
192,64," Working as a security guard you need to be able to work in a pair together with a colleague. Does this work for you?
Yes, I am a sociable person and like working with people.
"," It is a bonus if you get to know the client aswell, does this work for you?
"
193,65," Are you able to work different shifts?
Yes, I do not mind working different shifts on different days.
"," Do you have any experience from working different shifts?
"
194,66," Do you have any questions about the position?
Yes, what different places can I expect to work at?
"," We have security guards at shopping centres, different shops, the subway as well as at different industrial locations.
"
195,67," You have applied for the job as a bartender. Why have you applied for this job?
I have applied for this job because I have heard it is a nice place to work at. 
"," Do you know anyone who has worked here previously?
"
196,68," How long have you worked as a bartender for?
I have worked as a bartender for 3 years. 
"," Have you got experience working any different jobs?
"
197,69," Are you able to work weekends?
Yes, I am able to work weekends. 
"," Good, this position is for weekends only. Does this work for you?
"
198,70," Do you have any education in making cocktails etc?
Yes, I took a course in making cocktails and drinks. It should have been attached to my application.
"," How long was the course you took?
"
199,71," Do you have any questions about the position?
Yes, how many colleagues will I have?
"," Currently there are 3 other bartenders working at the bar.
"
