,Name,src,target
386,386," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have already worked with delivery teams in my past retail job."," What duty do you partake on stock delivery?
"
387,387," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I previously worked with delivery teams in my previous retail job."," What duty do you partake on stock delivery?
"
388,388," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I previously worked with delivery teams on my old retail job."," What duty do you partake on stock delivery?
"
389,389," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked with delivery teams before in my old job in retail."," What duty do you partake on stock delivery?
"
390,390," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have already worked with delivery teams for my old retail job."," What duty do you partake on stock delivery?
"
391,391," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have worked with delivery teams in my old retail role before."," What duty do you partake on stock delivery?
"
392,392," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have already worked with the delivery teams in my previous retail job."," What duty do you partake on stock delivery?
"
393,393," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I've worked with delivery teams in my previous retail job."," What duty do you partake on stock delivery?
"
394,394," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I used to work with delivery teams in my old retail job."," What duty do you partake on stock delivery?
"
395,395," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
I have already worked with delivery teams in my previous retail job."," What duty do you partake on stock delivery?
"
396,396,"
How do you cope with working under stress?
I agree with that. I'm used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
397,397,"
How do you cope with working under stress?
I'm fine with it. I am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
398,398,"
How do you cope with working under stress?
I'm fine with that. I am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
399,399,"
How do you cope with working under stress?
I'm fine with that. I'm used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
400,400,"
How do you cope with working under stress?
I agree with that. I am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
401,401,"
How do you cope with working under stress?
I agree. I am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
402,402,"
How do you cope with working under stress?
I agree. I'm used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
403,403,"
How do you cope with working under stress?
I am satisfied with it. I'm used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
404,404,"
How do you cope with working under stress?
That suits me. I am used to working under stress.",Great. could you give me an example of a job you have had where you had to handle stress?
405,405,"
What makes you fit well as a construction worker?
I like details and I'm pretty strong.",Do you have any other characteristics that would be suitable for the job?
406,406,"
What makes you fit well as a construction worker?
I like the details and I am quite strong.",Do you have any other characteristics that would be suitable for the job?
407,407,"
What makes you fit well as a construction worker?
I like details and I am quite strong.",Do you have any other characteristics that would be suitable for the job?
408,408,"
What makes you fit well as a construction worker?
I like the details and I'm strong enough.",Do you have any other characteristics that would be suitable for the job?
409,409,"
What makes you fit well as a construction worker?
I like the details and I am pretty strong.",Do you have any other characteristics that would be suitable for the job?
410,410,"
What makes you fit well as a construction worker?
I like the details and I am strong enough.",Do you have any other characteristics that would be suitable for the job?
411,411,"
What makes you fit well as a construction worker?
I like details and I am strong enough.",Do you have any other characteristics that would be suitable for the job?
412,412,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often did projects with the other students in my school.",What types of problems would you usually do?
413,413,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often did projects with other students in my school.",What types of problems would you usually do?
414,414,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I used to do projects with the other students at my school.",What types of problems would you usually do?
415,415,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often made plans with other students in my school.",What types of problems would you usually do?
416,416,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often did projects with the other students at my school.",What types of problems would you usually do?
417,417,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often did projects with other students at my school.",What types of problems would you usually do?
418,418,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I often made plans with other students at my school.",What types of problems would you usually do?
419,419,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I did projects with the other students in my school.",What types of problems would you usually do?
420,420,"
If you are going to work as a janitor, it is good if you have experience from working with others. can you tell me a little if you have such experience?
When I was in high school, I made plans with the other students in my school.",What types of problems would you usually do?
421,421,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.
That is great to hear. would you like a cup of coffee before we start?
No thanks, i'm fine.",A glass of water then?
422,422,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.
That is great to hear. would you like a cup of coffee before we start?
No thanks, I'm fine.",A glass of water then?
423,423,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.
That is great to hear. would you like a cup of coffee before we start?
No thanks I'm fine.",A glass of water then?
424,424,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No, not at all. i am familiar with this part of town since before.
That is great to hear. would you like a cup of coffee before we start?
No thanks, it's okay.",A glass of water then?
425,425,"
Why are you applying for this job?
I am unemployed.
What have you been doing before?
I have been working as secretary
Do you have an education for administration?
No, but I'm a quick learner",What are your strongest characteristics?
426,426,"
Why are you applying for this job?
I am unemployed.
What have you been doing before?
I have been working as secretary
Do you have an education for administration?
No, but I learn fast",What are your strongest characteristics?
427,427,"
Why are you applying for this job?
I am unemployed.
What have you been doing before?
I have been working as secretary
Do you have an education for administration?
No, but I learn quickly",What are your strongest characteristics?
428,428,"
You have applied to a position as police man? what makes you think you could work as a police man
I have the education and has worked 4 years in another town.
Are you aware of the working hours in this position?
Yes.
Describe your strongest personality trait
I am calm and have a strong mind",And you weak sides?
429,429,"
You have applied to a position as police man? what makes you think you could work as a police man
I have the education and has worked 4 years in another town.
Are you aware of the working hours in this position?
Yes.
Describe your strongest personality trait
I am calm and I have a strong mind",And you weak sides?
430,430," What is your best experience from your previous jobs?
I've never had another job."," Ok, are you still in school then?
"
431,431," What is your best experience from your previous jobs?
I had no other job before."," Ok, are you still in school then?
"
432,432," What is your best experience from your previous jobs?
I have not had any other job before."," Ok, are you still in school then?
"
433,433," What is your best experience from your previous jobs?
I haven't had any other jobs before."," Ok, are you still in school then?
"
434,434," What is your best experience from your previous jobs?
I never had any other job."," Ok, are you still in school then?
"
435,435," What is your best experience from your previous jobs?
I never had another job."," Ok, are you still in school then?
"
436,436," What is your best experience from your previous jobs?
I didn't have another job before."," Ok, are you still in school then?
"
437,437," What is your best experience from your previous jobs?
I haven't had any other jobs."," Ok, are you still in school then?
"
438,438," You have applied for the job as a retail worker. What do you think is interesting about this job?
It's interesting to keep the shop tidy and organized at all times. Eye pleases the customer."," What store duties have you done before?
"
439,439," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the store always clean and organized. The eyes appeal to customers."," What store duties have you done before?
"
440,440," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to always keep the store neat and organized. Pleasing to the eyes of customers."," What store duties have you done before?
"
441,441," You have applied for the job as a retail worker. What do you think is interesting about this job?
It's interesting to keep the shop tidy and organized at all times. Customers welcome eye."," What store duties have you done before?
"
442,442," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the store tidy and organized at all times. The eye pleases the customer."," What store duties have you done before?
"
443,443," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the store neat and organized at all times. Eye pleases the customer."," What store duties have you done before?
"
444,444," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the shop tidy and organized at all times. The eye pleases the customer."," What store duties have you done before?
"
445,445," You have applied for the job as a retail worker. What do you think is interesting about this job?
It's interesting to keep the shop clean and organized at all times. The eyes speak to customers."," What store duties have you done before?
"
446,446," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to always keep the store clean and organized. The eyes attract customers."," What store duties have you done before?
"
447,447," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the shop clean and organized at all times. The eyes attract customers."," What store duties have you done before?
"
448,448," You have applied for the job as a retail worker. What do you think is interesting about this job?
It's interesting to keep the shop tidy and organized at all times. Pleasant for the customer's eyes."," What store duties have you done before?
"
449,449," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is good to always keep the store clean and organized. Pleasant in the eyes of customers."," What store duties have you done before?
"
450,450," You have applied for the job as a retail worker. What do you think is interesting about this job?
It's interesting to keep the shop tidy and organized at all times. Pleasant in the eyes of customers."," What store duties have you done before?
"
451,451," You have applied for the job as a retail worker. What do you think is interesting about this job?
Keeping the shop tidy and organized is interesting. Customers welcome the eye."," What store duties have you done before?
"
452,452," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the store tidy and organized. Customers are welcome."," What store duties have you done before?
"
453,453," You have applied for the job as a retail worker. What do you think is interesting about this job?
It is interesting to keep the store neat and organized. Customers welcome the eyes."," What store duties have you done before?
"
454,454," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to support customers and save them time to find what they want."," Do you like chatting with customers?
"
455,455," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like helping clients and saving time to find what they want."," Do you like chatting with customers?
"
456,456," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to help clients and save them time finding what they are looking for."," Do you like chatting with customers?
"
457,457," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love to assist customers and save time in finding what they want."," Do you like chatting with customers?
"
458,458," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to support clients and save them time to find what they want."," Do you like chatting with customers?
"
459,459," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like helping customers and saving time finding what they want."," Do you like chatting with customers?
"
460,460," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like to help clients and save time finding what they are looking for."," Do you like chatting with customers?
"
461,461," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love to help customers and save time to find what they want."," Do you like chatting with customers?
"
462,462," You have applied for the job as a retail worker. What do you think is interesting about this job?
I enjoy helping clients and saving them time finding what they are looking for."," Do you like chatting with customers?
"
463,463," You have applied for the job as a retail worker. What do you think is interesting about this job?
I like helping clients and saving them time to find what they are looking for."," Do you like chatting with customers?
"
464,464," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love helping customers and saving them time finding what they are looking for."," Do you like chatting with customers?
"
465,465," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love helping clients and saving time finding what they want."," Do you like chatting with customers?
"
466,466," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love helping clients and saving time to find what they want."," Do you like chatting with customers?
"
467,467," You have applied for the job as a retail worker. What do you think is interesting about this job?
I love helping clients and saving time finding what they are looking for."," Do you like chatting with customers?
"
468,468,"
What's your best experience from your previous jobs?
As a student, I worked with software tests for an app. It was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
469,469,"
What's your best experience from your previous jobs?
I worked with software testing of an application when I was a student. it was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
470,470,"
What's your best experience from your previous jobs?
I worked with software tests of an application when I was a student. It was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
471,471,"
What's your best experience from your previous jobs?
I worked with app software testing when I was a student. it was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
472,472,"
What's your best experience from your previous jobs?
As a student, I worked with software testing for an application. It was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
473,473,"
What's your best experience from your previous jobs?
As a student, I worked with software tests for an application. It was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
474,474,"
What's your best experience from your previous jobs?
As a student, I worked with software testing for an app. It was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
475,475,"
What's your best experience from your previous jobs?
As a student, I worked with software tests on an application. It was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
476,476,"
What's your best experience from your previous jobs?
I worked with software tests of an application when I was a student. It was my first real professional experience and I learned a lot.",What kind of sofware did you test? what was the app called?
477,477,"
What's your best experience from your previous jobs?
I worked with software testing of an application when I was a student. It was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
478,478,"
What's your best experience from your previous jobs?
I worked with application software testing when I was a student. It was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
479,479,"
What's your best experience from your previous jobs?
I worked with app software tests as a student. It was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
480,480,"
What's your best experience from your previous jobs?
I worked with application software testing when I was a student. it was my first real work experience and I learned a lot.",What kind of sofware did you test? what was the app called?
481,481,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom in my working hours. Sometimes I liked being able to set my own schedule.","That sounds nice, but i'm not sure we can offer that flexibility here."
482,482,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom in my working hours. I sometimes liked being able to set my own schedule.","That sounds nice, but i'm not sure we can offer that flexibility here."
483,483,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom in my working hours. Sometimes I liked being able to set my own hours.","That sounds nice, but i'm not sure we can offer that flexibility here."
484,484,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom during my working hours. I liked being able to set my own schedule sometimes.","That sounds nice, but i'm not sure we can offer that flexibility here."
485,485,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom during my working hours. Sometimes I liked being able to set my own schedule.","That sounds nice, but i'm not sure we can offer that flexibility here."
486,486,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom during my working hours. Sometimes I liked being able to set my own schedules.","That sounds nice, but i'm not sure we can offer that flexibility here."
487,487,"
What's your best experience from your previous jobs?
I worked in a place where I had a lot of freedom during my working hours. Sometimes I liked being able to set my own hours.","That sounds nice, but i'm not sure we can offer that flexibility here."
488,488,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No not at all. I have always known this part of the city.",That is great to hear. would you like a cup of coffee before we start?
489,489,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I have known this part of town since before.",That is great to hear. would you like a cup of coffee before we start?
490,490,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I have known this part of the city before.",That is great to hear. would you like a cup of coffee before we start?
491,491,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No not at all. I know this part of the city from before.",That is great to hear. would you like a cup of coffee before we start?
492,492,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I have known this part of town for a long time.",That is great to hear. would you like a cup of coffee before we start?
493,493,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I have known this part of the city for a long time.",That is great to hear. would you like a cup of coffee before we start?
494,494,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No not at all. I have known this part of the city for a long time.",That is great to hear. would you like a cup of coffee before we start?
495,495,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I know this part of the city before.",That is great to hear. would you like a cup of coffee before we start?
496,496,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
No not at all. I have known this part of the city before.",That is great to hear. would you like a cup of coffee before we start?
497,497,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I know this part of the city from before.",That is great to hear. would you like a cup of coffee before we start?
498,498,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I've known this part of town before.",That is great to hear. would you like a cup of coffee before we start?
499,499,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I have already known this part of the city.",That is great to hear. would you like a cup of coffee before we start?
500,500,"
Welcome to this interview!
Thank you very much.
How was your trip? was it hard to find your way here?
Not at all. I know this part of town before.",That is great to hear. would you like a cup of coffee before we start?
501,501,"
You have applied for the job as it-support of our office. what makes you a good fit?
I like to clean and fix computers and i am very careful and efficent.
I see. can you give an example of a situation where it was difficult to do so?
Once i was denied access to a computer and had to ask the person to finish his job to make it possible for me to fix the problem.
Is there anything you want to ask about this job?
Will i be the only one in it-support in the office?
No we've got a team of four people working already and you would be our fifth.
That's nice
You have applied for the job as manager for our customer support. what makes you a good fit?
I am good at organizing, communicating with people and managing.",Describe a situation where it was difficult to do so.
502,502,"
You have applied for the job as it-support of our office. what makes you a good fit?
I like to clean and fix computers and i am very careful and efficent.
I see. can you give an example of a situation where it was difficult to do so?
Once i was denied access to a computer and had to ask the person to finish his job to make it possible for me to fix the problem.
Is there anything you want to ask about this job?
Will i be the only one in it-support in the office?
No we've got a team of four people working already and you would be our fifth.
That's nice
You have applied for the job as manager for our customer support. what makes you a good fit?
I am good at organizing, communicating with people and administration.",Describe a situation where it was difficult to do so.
503,503," What is your best experience from your previous jobs?
In my previous job, I took care of the elderly. I made friends with them."," That sounds good. What do you think they befriended you?
"
504,504," What is your best experience from your previous jobs?
In my old job, I took care of the elderly. I became friends with them."," That sounds good. What do you think they befriended you?
"
505,505," What is your best experience from your previous jobs?
In my previous job, I cared about the elderly. I made friends with them."," That sounds good. What do you think they befriended you?
"
506,506," What is your best experience from your previous jobs?
In my previous job, I looked after the elderly. I became friends with them."," That sounds good. What do you think they befriended you?
"
507,507," What is your best experience from your previous jobs?
In my previous job, I looked after the elderly. I befriended them."," That sounds good. What do you think they befriended you?
"
508,508," What is your best experience from your previous jobs?
In my previous job, I looked after the elderly. I made friends with them."," That sounds good. What do you think they befriended you?
"
509,509," What is your best experience from your previous jobs?
In my old job, I took care of the elderly. I made friends with them."," That sounds good. What do you think they befriended you?
"
510,510," What is your best experience from your previous jobs?
In my old job I looked after the elderly. I became friends with them."," That sounds good. What do you think they befriended you?
"
511,511," What is your best experience from your previous jobs?
In my previous job, I cared about the elderly. I befriended them."," That sounds good. What do you think they befriended you?
"
512,512," What is your best experience from your previous jobs?
In my previous job, I was concerned with the elderly. I made friends with them."," That sounds good. What do you think they befriended you?
"
513,513," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I enjoy doing more physically active jobs than office work."," What physical jobs have you done before?
"
514,514," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like to do more physically active jobs than office jobs."," What physical jobs have you done before?
"
515,515," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like doing more physically active jobs than employed jobs."," What physical jobs have you done before?
"
516,516," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like to do more physically active jobs than office work."," What physical jobs have you done before?
"
517,517," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like doing more physically active jobs than office work."," What physical jobs have you done before?
"
518,518," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I enjoy doing more physically active jobs than office jobs."," What physical jobs have you done before?
"
519,519," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like doing more physically active jobs than office jobs."," What physical jobs have you done before?
"
520,520," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I enjoy doing more physically active jobs than salaried jobs."," What physical jobs have you done before?
"
521,521," You have applied for the job as a warehouse hand. What do you think is interesting about this work?
I like doing more physically active jobs than salaried jobs."," What physical jobs have you done before?
"
522,522," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I work directly with the car owners so they can describe their problematic encounters to me."," How many car owners do you interview a day?
"
523,523," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I work directly with car owners so they can describe their problematic encounters to me."," How many car owners do you interview a day?
"
524,524," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I am working directly with car owners so they can describe their troublesome encounters to me."," How many car owners do you interview a day?
"
525,525," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I am working directly with car owners so that they can describe their problematic encounters to me."," How many car owners do you interview a day?
"
526,526," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I work directly with car owners so they can describe their troublesome encounters to me."," How many car owners do you interview a day?
"
527,527," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I work directly with car owners so they can describe their annoying encounters to me."," How many car owners do you interview a day?
"
528,528," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes. I work directly with car owners so they can describe their difficult encounters to me."," How many car owners do you interview a day?
"
529,529," If you are going to work in our car shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
Yes, I work directly with car owners so they can describe their problematic encounters to me."," How many car owners do you interview a day?
"
530,530," What makes you a good fit?
I think I go well together because I worked in a hospital before."," How long have you worked at that hospital?
"
531,531," What makes you a good fit?
I think I am a good person because I have worked in a hospital before."," How long have you worked at that hospital?
"
532,532," What makes you a good fit?
I think I fit in well because I worked in a hospital before."," How long have you worked at that hospital?
"
533,533," What makes you a good fit?
I think I'm a good fit because I've worked in a hospital before."," How long have you worked at that hospital?
"
534,534," What makes you a good fit?
I think I'm fine together because I've worked in a hospital before."," How long have you worked at that hospital?
"
535,535," What makes you a good fit?
I think I'm good together because I've worked in a hospital before."," How long have you worked at that hospital?
"
536,536," What makes you a good fit?
I think I'm a good person because I worked in a hospital before."," How long have you worked at that hospital?
"
537,537," What makes you a good fit?
I think I am a good person because I have already worked in a hospital."," How long have you worked at that hospital?
"
538,538," What makes you a good fit?
I think I fit in well because I used to work in a hospital."," How long have you worked at that hospital?
"
539,539," What makes you a good fit?
I think I feel good because I have worked in a hospital before."," How long have you worked at that hospital?
"
540,540," What makes you a good fit?
I think I fit in well because I have worked in a hospital before."," How long have you worked at that hospital?
"
541,541," What makes you a good fit?
I have listed all skills and experience in the job description."," What do you think is your greatest skill?
"
542,542," What makes you a good fit?
I have all the skills and experience listed in the job description."," What do you think is your greatest skill?
"
543,543," What makes you a good fit?
I have listed all the skills and experience in the job description."," What do you think is your greatest skill?
"
544,544,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for an office supply company with internal and external sales for 5 years.",What were your responsibilites at this company?
545,545,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for 5 years in an office supplies company with internal and external sales.",What were your responsibilites at this company?
546,546,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for 5 years in an office supply company with internal and external sales.",What were your responsibilites at this company?
547,547,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for 5 years at an office supply company with internal and external sales.",What were your responsibilites at this company?
548,548,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for an office supply company with inside and outside sales for 5 years.",What were your responsibilites at this company?
549,549,"
What made you apply to this particular job?
I always liked to work with sales as i consider myself good at dealing with people.
Great. tell me more about your experience of working with sales and people relations.
I worked for 5 years for an office supply company with internal and external sales.",What were your responsibilites at this company?
550,550," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college I worked in a restaurant. I worked there with a lot of other people."," What did you do at the restaurant?
"
551,551," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I worked in a restaurant. There I was working with a lot of other people."," What did you do at the restaurant?
"
552,552," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I used to work in a restaurant. There he was working with many other people."," What did you do at the restaurant?
"
553,553," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I worked in a restaurant. There I was working with many other people."," What did you do at the restaurant?
"
554,554," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I worked in a restaurant. I worked on it with a lot of other people."," What did you do at the restaurant?
"
555,555," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I worked in a restaurant. I worked there with many other people."," What did you do at the restaurant?
"
556,556," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college I worked in a restaurant. I have worked there with many other people."," What did you do at the restaurant?
"
557,557," If you are going to work in our shop, it is good if you have experience from working with others. Can you tell me a little if you have such experience?
When I was in college, I worked in a restaurant. There he was working with many other people."," What did you do at the restaurant?
"
558,558," What is your best experience from your previous jobs?
I was promoted to senior baker in the pastry shop and had the opportunity to learn some leadership skills."," What is your main obligation as a senior baker?
"
559,559," What is your best experience from your previous jobs?
I was promoted to Senior Pastry Baker and was fortunate to learn leadership skills."," What is your main obligation as a senior baker?
"
560,560," What is your best experience from your previous jobs?
I was promoted to senior baker at the patisserie and got the chance to learn some leadership skills."," What is your main obligation as a senior baker?
"
561,561," What is your best experience from your previous jobs?
I was promoted to senior baker in pastry and had the opportunity to acquire leadership skills."," What is your main obligation as a senior baker?
"
562,562," What is your best experience from your previous jobs?
I was promoted to Senior Baker in Pastry and had the opportunity to acquire some leadership skills."," What is your main obligation as a senior baker?
"
563,563," What is your best experience from your previous jobs?
I was promoted to Senior Pastry Baker and was fortunate enough to learn leadership skills."," What is your main obligation as a senior baker?
"
564,564," What is your best experience from your previous jobs?
I was promoted to Senior Pastry Baker and I was fortunate to learn leadership skills."," What is your main obligation as a senior baker?
"
565,565," What is your best experience from your previous jobs?
I was promoted to Senior Pastry Chef and was fortunate to gain leadership skills."," What is your main obligation as a senior baker?
"
566,566," What is your best experience from your previous jobs?
I was promoted to head baker in the pastry shop and had the opportunity to learn some leadership skills."," What is your main obligation as a senior baker?
"
567,567," What is your best experience from your previous jobs?
I was promoted to head baker in the pastry shop and was given the opportunity to learn some leadership skills."," What is your main obligation as a senior baker?
"
568,568," What is your best experience from your previous jobs?
I was promoted to senior pastry baker and was fortunate to learn leadership skills."," What is your main obligation as a senior baker?
"
569,569,"
What's your best experience from your previous jobs?
I don't know
Okay, i see. what about your best colleague?
I worked with a really cool girl in my last job.",What about her was cool?
570,570,"
What's your best experience from your previous jobs?
I don't know
Okay, i see. what about your best colleague?
I worked with a really cool girl at my last job.",What about her was cool?
571,571,"
What's your best experience from your previous jobs?
I don't know
Okay, i see. what about your best colleague?
I worked with a really great girl in my last job.",What about her was cool?
572,572,"
What's your best experience from your previous jobs?
I don't know
Okay, i see. what about your best colleague?
I worked with a really cool girl on my last job.",What about her was cool?
573,573,"
What's your best experience from your previous jobs?
I don't know
Okay, i see. what about your best colleague?
I worked with a really great girl on my last job.",What about her was cool?
